forest_class	fire_2015	trans_cod	sp	number	cat_cod	predation	arthropod	bird	mammal	reptile	lost	excluded	multiple	relative_predation	arthropod_multiple	multi_taxa
LBF	0	B69_T11	SP125	N86	B69_T11_SP125_N86	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP125	N87	B69_T11_SP125_N87	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP125	N88	B69_T11_SP125_N88	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP125	N89	B69_T11_SP125_N89	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP125	N90	B69_T11_SP125_N90	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N91	B69_T11_SP175_N91	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N92	B69_T11_SP175_N92	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N93	B69_T11_SP175_N93	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N94	B69_T11_SP175_N94	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N95	B69_T11_SP175_N95	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N96	B69_T11_SP175_N96	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N97	B69_T11_SP175_N97	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N98	B69_T11_SP175_N98	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N99	B69_T11_SP175_N99	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N100	B69_T11_SP175_N100	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N101	B69_T11_SP175_N101	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N102	B69_T11_SP175_N102	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N103	B69_T11_SP175_N103	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N104	B69_T11_SP175_N104	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N105	B69_T11_SP175_N105	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N106	B69_T11_SP175_N106	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N107	B69_T11_SP175_N107	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N108	B69_T11_SP175_N108	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N109	B69_T11_SP175_N109	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N110	B69_T11_SP175_N110	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N111	B69_T11_SP175_N111	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N112	B69_T11_SP175_N112	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N113	B69_T11_SP175_N113	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N114	B69_T11_SP175_N114	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N115	B69_T11_SP175_N115	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N116	B69_T11_SP175_N116	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP175	N117	B69_T11_SP175_N117	0	0	0	0	0	1	0	0	0	0	0
LBF	0	B69_T11	SP175	N118	B69_T11_SP175_N118	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N119	B69_T11_SP175_N119	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP175	N120	B69_T11_SP175_N120	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N121	B69_T11_SP225_N121	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N122	B69_T11_SP225_N122	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N123	B69_T11_SP225_N123	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N124	B69_T11_SP225_N124	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N125	B69_T11_SP225_N125	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N126	B69_T11_SP225_N126	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N127	B69_T11_SP225_N127	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N128	B69_T11_SP225_N128	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N129	B69_T11_SP225_N129	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N130	B69_T11_SP225_N130	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N131	B69_T11_SP225_N131	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N132	B69_T11_SP225_N132	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N133	B69_T11_SP225_N133	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N134	B69_T11_SP225_N134	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N135	B69_T11_SP225_N135	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N136	B69_T11_SP225_N136	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N137	B69_T11_SP225_N137	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N138	B69_T11_SP225_N138	1	1	0	1	0	0	0	2	0	1	1
LBF	0	B69_T11	SP225	N139	B69_T11_SP225_N139	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N140	B69_T11_SP225_N140	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N141	B69_T11_SP225_N141	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N142	B69_T11_SP225_N142	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N143	B69_T11_SP225_N143	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N144	B69_T11_SP225_N144	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N145	B69_T11_SP225_N145	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N146	B69_T11_SP225_N146	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N147	B69_T11_SP225_N147	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B69_T11	SP225	N148	B69_T11_SP225_N148	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N149	B69_T11_SP225_N149	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B69_T11	SP225	N150	B69_T11_SP225_N150	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP25	N1	B260_T5_SP25_N1	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N2	B260_T5_SP25_N2	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N3	B260_T5_SP25_N3	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N4	B260_T5_SP25_N4	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N5	B260_T5_SP25_N5	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N6	B260_T5_SP25_N6	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N7	B260_T5_SP25_N7	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N8	B260_T5_SP25_N8	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP25	N9	B260_T5_SP25_N9	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N10	B260_T5_SP25_N10	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP25	N11	B260_T5_SP25_N11	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N12	B260_T5_SP25_N12	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N13	B260_T5_SP25_N13	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N14	B260_T5_SP25_N14	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N15	B260_T5_SP25_N15	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N16	B260_T5_SP25_N16	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP25	N17	B260_T5_SP25_N17	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N18	B260_T5_SP25_N18	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP25	N19	B260_T5_SP25_N19	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N20	B260_T5_SP25_N20	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N21	B260_T5_SP25_N21	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N22	B260_T5_SP25_N22	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP25	N23	B260_T5_SP25_N23	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP25	N24	B260_T5_SP25_N24	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N25	B260_T5_SP25_N25	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N26	B260_T5_SP25_N26	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N27	B260_T5_SP25_N27	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP25	N28	B260_T5_SP25_N28	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N29	B260_T5_SP25_N29	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP25	N30	B260_T5_SP25_N30	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N31	B260_T5_SP75_N31	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N32	B260_T5_SP75_N32	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N33	B260_T5_SP75_N33	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N34	B260_T5_SP75_N34	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N35	B260_T5_SP75_N35	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N36	B260_T5_SP75_N36	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N37	B260_T5_SP75_N37	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP75	N38	B260_T5_SP75_N38	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N39	B260_T5_SP75_N39	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B260_T5	SP75	N40	B260_T5_SP75_N40	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP75	N41	B260_T5_SP75_N41	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N42	B260_T5_SP75_N42	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N43	B260_T5_SP75_N43	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N44	B260_T5_SP75_N44	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N45	B260_T5_SP75_N45	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B260_T5	SP75	N46	B260_T5_SP75_N46	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N47	B260_T5_SP75_N47	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N48	B260_T5_SP75_N48	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N49	B260_T5_SP75_N49	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N50	B260_T5_SP75_N50	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N51	B260_T5_SP75_N51	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N52	B260_T5_SP75_N52	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N53	B260_T5_SP75_N53	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N54	B260_T5_SP75_N54	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N55	B260_T5_SP75_N55	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP75	N56	B260_T5_SP75_N56	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N57	B260_T5_SP75_N57	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N58	B260_T5_SP75_N58	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP75	N59	B260_T5_SP75_N59	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP75	N60	B260_T5_SP75_N60	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N61	B260_T5_SP125_N61	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N62	B260_T5_SP125_N62	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N63	B260_T5_SP125_N63	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N64	B260_T5_SP125_N64	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP125	N65	B260_T5_SP125_N65	1	1	1	0	0	0	0	2	0	1	1
LBF	1	B260_T5	SP125	N66	B260_T5_SP125_N66	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N67	B260_T5_SP125_N67	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N68	B260_T5_SP125_N68	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N69	B260_T5_SP125_N69	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N70	B260_T5_SP125_N70	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N71	B260_T5_SP125_N71	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N72	B260_T5_SP125_N72	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N73	B260_T5_SP125_N73	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N74	B260_T5_SP125_N74	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N75	B260_T5_SP125_N75	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N76	B260_T5_SP125_N76	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N77	B260_T5_SP125_N77	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP125	N78	B260_T5_SP125_N78	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N79	B260_T5_SP125_N79	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N80	B260_T5_SP125_N80	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N81	B260_T5_SP125_N81	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP125	N82	B260_T5_SP125_N82	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N83	B260_T5_SP125_N83	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N84	B260_T5_SP125_N84	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N85	B260_T5_SP125_N85	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N86	B260_T5_SP125_N86	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP125	N87	B260_T5_SP125_N87	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP125	N88	B260_T5_SP125_N88	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N89	B260_T5_SP125_N89	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP125	N90	B260_T5_SP125_N90	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N91	B260_T5_SP175_N91	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N92	B260_T5_SP175_N92	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N93	B260_T5_SP175_N93	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N94	B260_T5_SP175_N94	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP175	N95	B260_T5_SP175_N95	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N96	B260_T5_SP175_N96	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N97	B260_T5_SP175_N97	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N98	B260_T5_SP175_N98	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP175	N99	B260_T5_SP175_N99	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N100	B260_T5_SP175_N100	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N101	B260_T5_SP175_N101	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N102	B260_T5_SP175_N102	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N103	B260_T5_SP175_N103	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N104	B260_T5_SP175_N104	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N105	B260_T5_SP175_N105	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP175	N106	B260_T5_SP175_N106	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N107	B260_T5_SP175_N107	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N108	B260_T5_SP175_N108	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N109	B260_T5_SP175_N109	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N110	B260_T5_SP175_N110	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N111	B260_T5_SP175_N111	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N112	B260_T5_SP175_N112	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N113	B260_T5_SP175_N113	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP175	N114	B260_T5_SP175_N114	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP175	N115	B260_T5_SP175_N115	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP175	N116	B260_T5_SP175_N116	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N117	B260_T5_SP175_N117	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP175	N118	B260_T5_SP175_N118	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP175	N119	B260_T5_SP175_N119	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP175	N120	B260_T5_SP175_N120	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N121	B260_T5_SP225_N121	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N122	B260_T5_SP225_N122	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B260_T5	SP225	N123	B260_T5_SP225_N123	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N124	B260_T5_SP225_N124	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N125	B260_T5_SP225_N125	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N126	B260_T5_SP225_N126	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N127	B260_T5_SP225_N127	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N128	B260_T5_SP225_N128	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N129	B260_T5_SP225_N129	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N130	B260_T5_SP225_N130	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B260_T5	SP225	N131	B260_T5_SP225_N131	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N132	B260_T5_SP225_N132	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N133	B260_T5_SP225_N133	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP225	N134	B260_T5_SP225_N134	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N135	B260_T5_SP225_N135	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N136	B260_T5_SP225_N136	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N137	B260_T5_SP225_N137	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N138	B260_T5_SP225_N138	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N139	B260_T5_SP225_N139	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N140	B260_T5_SP225_N140	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N141	B260_T5_SP225_N141	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N142	B260_T5_SP225_N142	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B260_T5	SP225	N143	B260_T5_SP225_N143	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N144	B260_T5_SP225_N144	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B260_T5	SP225	N145	B260_T5_SP225_N145	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N146	B260_T5_SP225_N146	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N147	B260_T5_SP225_N147	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B260_T5	SP225	N148	B260_T5_SP225_N148	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B260_T5	SP225	N149	B260_T5_SP225_N149	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B260_T5	SP225	N150	B260_T5_SP225_N150	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP25	N1	B307_T7_SP25_N1	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N2	B307_T7_SP25_N2	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP25	N3	B307_T7_SP25_N3	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N4	B307_T7_SP25_N4	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N5	B307_T7_SP25_N5	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N6	B307_T7_SP25_N6	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N7	B307_T7_SP25_N7	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N8	B307_T7_SP25_N8	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N9	B307_T7_SP25_N9	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N10	B307_T7_SP25_N10	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N11	B307_T7_SP25_N11	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N12	B307_T7_SP25_N12	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N13	B307_T7_SP25_N13	1	0	1	1	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N14	B307_T7_SP25_N14	1	1	1	0	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N15	B307_T7_SP25_N15	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP25	N16	B307_T7_SP25_N16	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N17	B307_T7_SP25_N17	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N18	B307_T7_SP25_N18	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N19	B307_T7_SP25_N19	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N20	B307_T7_SP25_N20	1	0	1	1	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N21	B307_T7_SP25_N21	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP25	N22	B307_T7_SP25_N22	1	0	0	1	0	0	0	1	0	1	0
LBF	1	B307_T7	SP25	N23	B307_T7_SP25_N23	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N24	B307_T7_SP25_N24	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N25	B307_T7_SP25_N25	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N26	B307_T7_SP25_N26	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N27	B307_T7_SP25_N27	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP25	N28	B307_T7_SP25_N28	1	1	1	0	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N29	B307_T7_SP25_N29	1	1	0	1	0	0	0	2	0	1	1
LBF	1	B307_T7	SP25	N30	B307_T7_SP25_N30	1	0	1	0	0	0	0	1	0	1	0
LBF	1	B307_T7	SP75	N31	B307_T7_SP75_N31	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP75	N32	B307_T7_SP75_N32	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP75	N33	B307_T7_SP75_N33	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP75	N34	B307_T7_SP75_N34	1	1	0	0	0	0	0	1	1	0	0
LBF	1	B307_T7	SP75	N35	B307_T7_SP75_N35	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP75	N36	B307_T7_SP75_N36	1	1	1	1	0	0	0	3	0	1	1
LBF	1	B307_T7	SP75	N37	B307_T7_SP75_N37	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP75	N38	B307_T7_SP75_N38	1	1	1	0	0	0	0	2	0	1	1
LBF	1	B307_T7	SP75	N39	B307_T7_SP75_N39	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP75	N40	B307_T7_SP75_N40	0	0	0	0	0	0	0	0	0	0	0
LBF	1	B307_T7	SP75	N41	B307_T7_SP75_N41	1	1	1	0	0	0	0	2	0	1	1
LBF	1	B307_T7	SP75	N42	B307_T7_SP75_N42	1	1	0	0	0	0	0	1	1	0	0
