forest_class	fire_2015	trans_cod	sp	number	cat_cod	predation	arthropod	bird	mammal	reptile	lost	excluded	multiple	relative_predation	arthropod_multiple	multi_taxa
UF	0	B363_T3	SP25	N1	B363_T3_SP25_N1	1	1	0	1	0	0	0	2	0	1	1
UF	0	B363_T3	SP25	N2	B363_T3_SP25_N2	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N3	B363_T3_SP25_N3	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N4	B363_T3_SP25_N4	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N5	B363_T3_SP25_N5	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N6	B363_T3_SP25_N6	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N7	B363_T3_SP25_N7	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N8	B363_T3_SP25_N8	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N9	B363_T3_SP25_N9	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N10	B363_T3_SP25_N10	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N11	B363_T3_SP25_N11	1	0	0	1	0	0	0	1	0	1	0
UF	0	B363_T3	SP25	N12	B363_T3_SP25_N12	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N13	B363_T3_SP25_N13	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N14	B363_T3_SP25_N14	1	0	0	1	0	0	0	1	0	1	0
UF	0	B363_T3	SP25	N15	B363_T3_SP25_N15	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N16	B363_T3_SP25_N16	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N17	B363_T3_SP25_N17	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N18	B363_T3_SP25_N18	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N19	B363_T3_SP25_N19	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N20	B363_T3_SP25_N20	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N21	B363_T3_SP25_N21	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N22	B363_T3_SP25_N22	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N23	B363_T3_SP25_N23	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N24	B363_T3_SP25_N24	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N25	B363_T3_SP25_N25	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N26	B363_T3_SP25_N26	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N27	B363_T3_SP25_N27	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N28	B363_T3_SP25_N28	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP25	N29	B363_T3_SP25_N29	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP25	N30	B363_T3_SP25_N30	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N31	B363_T3_SP75_N31	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N32	B363_T3_SP75_N32	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N33	B363_T3_SP75_N33	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N34	B363_T3_SP75_N34	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N35	B363_T3_SP75_N35	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N36	B363_T3_SP75_N36	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N37	B363_T3_SP75_N37	0	0	0	0	0	1	0	0	0	0	0
UF	0	B363_T3	SP75	N38	B363_T3_SP75_N38	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N39	B363_T3_SP75_N39	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N40	B363_T3_SP75_N40	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N41	B363_T3_SP75_N41	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N42	B363_T3_SP75_N42	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N43	B363_T3_SP75_N43	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N44	B363_T3_SP75_N44	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N45	B363_T3_SP75_N45	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N46	B363_T3_SP75_N46	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N47	B363_T3_SP75_N47	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N48	B363_T3_SP75_N48	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N49	B363_T3_SP75_N49	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N50	B363_T3_SP75_N50	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N51	B363_T3_SP75_N51	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N52	B363_T3_SP75_N52	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N53	B363_T3_SP75_N53	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N54	B363_T3_SP75_N54	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N55	B363_T3_SP75_N55	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N56	B363_T3_SP75_N56	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N57	B363_T3_SP75_N57	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP75	N58	B363_T3_SP75_N58	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N59	B363_T3_SP75_N59	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP75	N60	B363_T3_SP75_N60	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N61	B363_T3_SP125_N61	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N62	B363_T3_SP125_N62	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N63	B363_T3_SP125_N63	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N64	B363_T3_SP125_N64	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N65	B363_T3_SP125_N65	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N66	B363_T3_SP125_N66	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N67	B363_T3_SP125_N67	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N68	B363_T3_SP125_N68	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N69	B363_T3_SP125_N69	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N70	B363_T3_SP125_N70	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N71	B363_T3_SP125_N71	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N72	B363_T3_SP125_N72	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N73	B363_T3_SP125_N73	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N74	B363_T3_SP125_N74	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N75	B363_T3_SP125_N75	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N76	B363_T3_SP125_N76	1	1	1	0	0	0	0	2	0	1	1
UF	0	B363_T3	SP125	N77	B363_T3_SP125_N77	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N78	B363_T3_SP125_N78	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N79	B363_T3_SP125_N79	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N80	B363_T3_SP125_N80	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N81	B363_T3_SP125_N81	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N82	B363_T3_SP125_N82	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N83	B363_T3_SP125_N83	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N84	B363_T3_SP125_N84	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N85	B363_T3_SP125_N85	1	0	0	1	0	0	0	1	0	1	0
UF	0	B363_T3	SP125	N86	B363_T3_SP125_N86	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N87	B363_T3_SP125_N87	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP125	N88	B363_T3_SP125_N88	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N89	B363_T3_SP125_N89	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP125	N90	B363_T3_SP125_N90	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N91	B363_T3_SP175_N91	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N92	B363_T3_SP175_N92	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N93	B363_T3_SP175_N93	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N94	B363_T3_SP175_N94	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N95	B363_T3_SP175_N95	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N96	B363_T3_SP175_N96	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N97	B363_T3_SP175_N97	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N98	B363_T3_SP175_N98	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N99	B363_T3_SP175_N99	1	1	1	0	0	0	0	2	0	1	1
UF	0	B363_T3	SP175	N100	B363_T3_SP175_N100	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N101	B363_T3_SP175_N101	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N102	B363_T3_SP175_N102	1	1	1	0	0	0	0	2	0	1	1
UF	0	B363_T3	SP175	N103	B363_T3_SP175_N103	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N104	B363_T3_SP175_N104	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N105	B363_T3_SP175_N105	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N106	B363_T3_SP175_N106	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N107	B363_T3_SP175_N107	1	1	1	0	0	0	0	2	0	1	1
UF	0	B363_T3	SP175	N108	B363_T3_SP175_N108	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N109	B363_T3_SP175_N109	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N110	B363_T3_SP175_N110	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N111	B363_T3_SP175_N111	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N112	B363_T3_SP175_N112	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N113	B363_T3_SP175_N113	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N114	B363_T3_SP175_N114	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N115	B363_T3_SP175_N115	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N116	B363_T3_SP175_N116	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N117	B363_T3_SP175_N117	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP175	N118	B363_T3_SP175_N118	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N119	B363_T3_SP175_N119	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP175	N120	B363_T3_SP175_N120	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N121	B363_T3_SP225_N121	1	0	0	1	0	0	0	1	0	1	0
UF	0	B363_T3	SP225	N122	B363_T3_SP225_N122	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N123	B363_T3_SP225_N123	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N124	B363_T3_SP225_N124	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N125	B363_T3_SP225_N125	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N126	B363_T3_SP225_N126	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N127	B363_T3_SP225_N127	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N128	B363_T3_SP225_N128	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N129	B363_T3_SP225_N129	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N130	B363_T3_SP225_N130	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N131	B363_T3_SP225_N131	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N132	B363_T3_SP225_N132	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N133	B363_T3_SP225_N133	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N134	B363_T3_SP225_N134	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N135	B363_T3_SP225_N135	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N136	B363_T3_SP225_N136	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N137	B363_T3_SP225_N137	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N138	B363_T3_SP225_N138	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N139	B363_T3_SP225_N139	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N140	B363_T3_SP225_N140	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N141	B363_T3_SP225_N141	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N142	B363_T3_SP225_N142	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N143	B363_T3_SP225_N143	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N144	B363_T3_SP225_N144	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N145	B363_T3_SP225_N145	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N146	B363_T3_SP225_N146	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N147	B363_T3_SP225_N147	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N148	B363_T3_SP225_N148	0	0	0	0	0	0	0	0	0	0	0
UF	0	B363_T3	SP225	N149	B363_T3_SP225_N149	1	1	0	0	0	0	0	1	1	0	0
UF	0	B363_T3	SP225	N150	B363_T3_SP225_N150	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N1	B129_T5_SP25_N1	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N2	B129_T5_SP25_N2	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N3	B129_T5_SP25_N3	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N4	B129_T5_SP25_N4	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N5	B129_T5_SP25_N5	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N6	B129_T5_SP25_N6	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N7	B129_T5_SP25_N7	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N8	B129_T5_SP25_N8	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N9	B129_T5_SP25_N9	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N10	B129_T5_SP25_N10	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N11	B129_T5_SP25_N11	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N12	B129_T5_SP25_N12	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N13	B129_T5_SP25_N13	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N14	B129_T5_SP25_N14	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N15	B129_T5_SP25_N15	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N16	B129_T5_SP25_N16	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N17	B129_T5_SP25_N17	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N18	B129_T5_SP25_N18	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N19	B129_T5_SP25_N19	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N20	B129_T5_SP25_N20	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N21	B129_T5_SP25_N21	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N22	B129_T5_SP25_N22	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N23	B129_T5_SP25_N23	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N24	B129_T5_SP25_N24	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N25	B129_T5_SP25_N25	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N26	B129_T5_SP25_N26	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N27	B129_T5_SP25_N27	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N28	B129_T5_SP25_N28	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP25	N29	B129_T5_SP25_N29	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP25	N30	B129_T5_SP25_N30	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N31	B129_T5_SP75_N31	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N32	B129_T5_SP75_N32	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N33	B129_T5_SP75_N33	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N34	B129_T5_SP75_N34	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N35	B129_T5_SP75_N35	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N36	B129_T5_SP75_N36	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N37	B129_T5_SP75_N37	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N38	B129_T5_SP75_N38	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N39	B129_T5_SP75_N39	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N40	B129_T5_SP75_N40	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N41	B129_T5_SP75_N41	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N42	B129_T5_SP75_N42	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N43	B129_T5_SP75_N43	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N44	B129_T5_SP75_N44	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N45	B129_T5_SP75_N45	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N46	B129_T5_SP75_N46	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N47	B129_T5_SP75_N47	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N48	B129_T5_SP75_N48	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N49	B129_T5_SP75_N49	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N50	B129_T5_SP75_N50	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N51	B129_T5_SP75_N51	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N52	B129_T5_SP75_N52	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N53	B129_T5_SP75_N53	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N54	B129_T5_SP75_N54	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N55	B129_T5_SP75_N55	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N56	B129_T5_SP75_N56	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N57	B129_T5_SP75_N57	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N58	B129_T5_SP75_N58	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP75	N59	B129_T5_SP75_N59	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP75	N60	B129_T5_SP75_N60	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N61	B129_T5_SP125_N61	1	1	1	0	0	0	0	2	0	1	1
LBF	0	B129_T5	SP125	N62	B129_T5_SP125_N62	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N63	B129_T5_SP125_N63	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N64	B129_T5_SP125_N64	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N65	B129_T5_SP125_N65	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N66	B129_T5_SP125_N66	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N67	B129_T5_SP125_N67	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N68	B129_T5_SP125_N68	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N69	B129_T5_SP125_N69	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N70	B129_T5_SP125_N70	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N71	B129_T5_SP125_N71	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N72	B129_T5_SP125_N72	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N73	B129_T5_SP125_N73	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N74	B129_T5_SP125_N74	1	0	0	1	0	0	0	1	0	1	0
LBF	0	B129_T5	SP125	N75	B129_T5_SP125_N75	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N76	B129_T5_SP125_N76	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N77	B129_T5_SP125_N77	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N78	B129_T5_SP125_N78	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N79	B129_T5_SP125_N79	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N80	B129_T5_SP125_N80	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N81	B129_T5_SP125_N81	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N82	B129_T5_SP125_N82	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N83	B129_T5_SP125_N83	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP125	N84	B129_T5_SP125_N84	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N85	B129_T5_SP125_N85	1	0	0	0	1	0	0	0	1	0	0
LBF	0	B129_T5	SP125	N86	B129_T5_SP125_N86	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N87	B129_T5_SP125_N87	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N88	B129_T5_SP125_N88	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N89	B129_T5_SP125_N89	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP125	N90	B129_T5_SP125_N90	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N91	B129_T5_SP175_N91	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N92	B129_T5_SP175_N92	1	1	0	1	0	0	0	2	0	1	1
LBF	0	B129_T5	SP175	N93	B129_T5_SP175_N93	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N94	B129_T5_SP175_N94	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N95	B129_T5_SP175_N95	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N96	B129_T5_SP175_N96	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N97	B129_T5_SP175_N97	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N98	B129_T5_SP175_N98	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N99	B129_T5_SP175_N99	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N100	B129_T5_SP175_N100	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N101	B129_T5_SP175_N101	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N102	B129_T5_SP175_N102	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N103	B129_T5_SP175_N103	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N104	B129_T5_SP175_N104	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N105	B129_T5_SP175_N105	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N106	B129_T5_SP175_N106	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N107	B129_T5_SP175_N107	1	1	0	0	0	0	0	1	1	0	0
LBF	0	B129_T5	SP175	N108	B129_T5_SP175_N108	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N109	B129_T5_SP175_N109	0	0	0	0	0	0	0	0	0	0	0
LBF	0	B129_T5	SP175	N110	B129_T5_SP175_N110	1	1	0	0	0	0	0	1	1	0	0
